,Hungary_Biowaste,Hungary_Geothermal,Hungary_Hydro Run-of-river and poundage,Hungary_Other renewable,Hungary_Solar,Hungary_Wind Onshore,Hungary_Load,Italy_Biowaste,Italy_Geothermal,Italy_Hydro Run-of-river and poundage,Italy_Hydro Water Reservoir,Italy_Wind Onshore,Italy_Load,Poland_Biowaste,Poland_Hydro Pumped Storage,Poland_Hydro Run-of-river and poundage,Poland_Hydro Water Reservoir,Poland_Solar,Poland_Wind Onshore,Poland_Load,Spain_Biowaste,Spain_Geothermal,Spain_Hydro Run-of-river and poundage,Spain_Hydro Water Reservoir,Spain_Marine,Spain_Other renewable,Spain_Solar,Spain_Wind Offshore,Spain_Wind Onshore,Spain_Load,Germay_Biowaste,Germay_Geothermal,Germay_Hydro Run-of-river and poundage,Germay_Hydro Water Reservoir,Germay_Other renewable,Germay_Wind Offshore,Germay_Load,Denmark_Biowaste,Denmark_Solar,Denmark_Wind Offshore,Denmark_Wind Onshore,Denmark_Load,Sweden_Hydro Water Reservoir,Sweden_Solar,Sweden_Wind Onshore,Sweden_Load,Netherlands_Load
2022-1-3 12,514.0,1.0,33.0,37.0,1270.0,931.0,22993.0,633.0,653.0,2058.0,218.0,3519.0,34804.0,236.0,57.0,244.0,44.0,332.0,4880.0,23375.0,542.0,1.0,1046.0,1031.0,1.0,105.0,7653.0,1.0,6397.0,30084.0,17849.0,97.0,5452.0,110.0,505.0,22566.0,275535.0,758.0,60.0,2061.0,3434.0,5044.0,10429.0,3.0,3347.0,20226.0,56253.0
2022-1-3 13,513.0,1.0,33.0,39.0,747.0,766.0,23120.0,647.0,653.0,2357.0,282.0,3173.0,35189.0,236.0,416.0,244.0,44.0,108.0,4920.0,23418.0,536.0,1.0,1031.0,958.0,1.0,103.0,7380.0,1.0,6873.0,29168.0,18023.0,97.0,5452.0,250.0,505.0,22602.0,272738.0,814.0,15.0,2082.0,3471.0,5022.0,10436.0,1.0,3616.0,20688.0,57467.0
2022-1-3 14,511.0,1.0,33.0,43.0,108.0,752.0,23530.0,650.0,652.0,3136.0,449.0,2982.0,36243.0,234.0,682.0,250.0,44.0,8.0,4770.0,23972.0,545.0,1.0,1040.0,1509.0,1.0,103.0,5394.0,1.0,6948.0,28769.0,18316.0,97.0,5438.0,146.0,505.0,22606.0,268450.0,828.0,2.0,2036.0,3499.0,5201.0,10365.0,1.0,3858.0,20856.0,58817.0
2022-1-3 15,517.0,1.0,33.0,44.0,1.0,586.0,24351.0,650.0,652.0,4411.0,917.0,2783.0,38274.0,235.0,778.0,253.0,44.0,1.0,4536.0,23883.0,544.0,1.0,1083.0,2313.0,1.0,105.0,1790.0,1.0,7387.0,29275.0,18654.0,100.0,5420.0,102.0,543.0,22611.0,273845.0,841.0,2.0,2071.0,3572.0,5536.0,10461.0,1.0,4091.0,21042.0,61243.0
2022-1-3 16,512.0,1.0,33.0,44.0,1.0,442.0,24106.0,650.0,653.0,4457.0,699.0,2816.0,38008.0,236.0,709.0,268.0,44.0,1.0,4280.0,23559.0,545.0,1.0,1125.0,3066.0,1.0,111.0,187.0,1.0,8311.0,31073.0,18750.0,101.0,5426.0,184.0,560.0,22217.0,281316.0,707.0,2.0,2001.0,3445.0,5327.0,10193.0,1.0,4356.0,20626.0,63811.0
2022-1-3 17,517.0,1.0,31.0,41.0,1.0,368.0,23766.0,649.0,653.0,4021.0,588.0,2670.0,37630.0,235.0,339.0,261.0,44.0,1.0,4237.0,23341.0,548.0,1.0,1180.0,3061.0,1.0,108.0,78.0,1.0,9177.0,31844.0,18765.0,101.0,5433.0,432.0,546.0,21793.0,278637.0,726.0,2.0,2014.0,2845.0,4974.0,10309.0,1.0,4531.0,20369.0,60622.0
2022-1-3 18,508.0,1.0,29.0,41.0,1.0,280.0,23325.0,655.0,652.0,2886.0,613.0,2741.0,35244.0,236.0,106.0,253.0,44.0,1.0,4351.0,22853.0,559.0,1.0,1119.0,2620.0,1.0,110.0,71.0,1.0,10045.0,32307.0,18592.0,101.0,5440.0,472.0,526.0,21636.0,268894.0,702.0,2.0,1956.0,2385.0,4587.0,9740.0,1.0,4681.0,19676.0,58004.0
2022-1-3 19,508.0,1.0,29.0,38.0,1.0,170.0,22525.0,657.0,646.0,2350.0,335.0,2641.0,32510.0,235.0,7.0,240.0,44.0,1.0,4374.0,21307.0,572.0,1.0,1069.0,2502.0,1.0,109.0,54.0,1.0,10424.0,31730.0,18231.0,101.0,5428.0,402.0,533.0,20494.0,251773.0,817.0,2.0,1651.0,1985.0,4317.0,9124.0,1.0,4789.0,18949.0,54824.0
2022-1-3 20,517.0,1.0,29.0,35.0,1.0,223.0,21650.0,639.0,643.0,1916.0,159.0,2874.0,29133.0,234.0,1.0,240.0,44.0,1.0,4299.0,19826.0,588.0,1.0,1027.0,2179.0,1.0,108.0,26.0,1.0,10685.0,29098.0,17766.0,101.0,5377.0,512.0,541.0,20875.0,238360.0,842.0,2.0,1528.0,1712.0,4041.0,8741.0,1.0,4871.0,18103.0,52130.0
2022-1-3 21,518.0,1.0,29.0,35.0,1.0,255.0,20735.0,601.0,646.0,1735.0,152.0,3057.0,26222.0,234.0,1.0,238.0,44.0,1.0,4368.0,18510.0,578.0,1.0,991.0,1173.0,1.0,106.0,11.0,1.0,11129.0,26456.0,17550.0,101.0,5385.0,182.0,539.0,21883.0,225142.0,689.0,2.0,1482.0,1523.0,3759.0,8189.0,1.0,5027.0,17270.0,49296.0
2022-1-3 22,525.0,1.0,29.0,33.0,1.0,182.0,19567.0,627.0,652.0,1730.0,137.0,2976.0,23814.0,227.0,1.0,238.0,6.0,1.0,4260.0,17595.0,572.0,1.0,979.0,800.0,1.0,96.0,10.0,1.0,11420.0,24776.0,17370.0,105.0,5418.0,178.0,548.0,21177.0,211454.0,559.0,2.0,1402.0,1279.0,3578.0,7081.0,1.0,5155.0,17010.0,46531.0
2022-1-3 23,522.0,1.0,29.0,33.0,1.0,220.0,18384.0,626.0,652.0,1572.0,135.0,3048.0,22312.0,227.0,1.0,238.0,1.0,1.0,3959.0,16881.0,555.0,1.0,976.0,677.0,1.0,95.0,10.0,1.0,11745.0,22986.0,17392.0,105.0,5424.0,568.0,562.0,21252.0,200167.0,598.0,2.0,1294.0,1043.0,3489.0,6791.0,1.0,5022.0,16825.0,44425.0
2022-1-4 0,517.0,1.0,29.0,32.0,1.0,249.0,17492.0,626.0,652.0,1554.0,123.0,3095.0,21367.0,229.0,1.0,239.0,1.0,1.0,3713.0,16613.0,571.0,1.0,978.0,751.0,1.0,97.0,10.0,1.0,11723.0,21881.0,17384.0,103.0,5421.0,784.0,525.0,18502.0,192526.0,661.0,2.0,1192.0,885.0,3430.0,6627.0,1.0,4840.0,16797.0,43525.0
2022-1-4 1,517.0,1.0,29.0,31.0,1.0,304.0,16825.0,626.0,652.0,1542.0,122.0,3519.0,21080.0,230.0,1.0,239.0,1.0,1.0,3719.0,16604.0,575.0,1.0,975.0,665.0,1.0,95.0,10.0,1.0,11457.0,21346.0,17346.0,105.0,5435.0,815.0,525.0,15291.0,190964.0,746.0,2.0,1177.0,867.0,3455.0,6692.0,1.0,4750.0,16724.0,42616.0
2022-1-4 2,517.0,1.0,29.0,32.0,1.0,340.0,16629.0,626.0,652.0,1542.0,128.0,3754.0,21377.0,231.0,1.0,238.0,1.0,1.0,3504.0,16937.0,573.0,1.0,966.0,810.0,1.0,94.0,10.0,1.0,11173.0,21265.0,17354.0,105.0,5450.0,696.0,525.0,12933.0,193125.0,826.0,2.0,1074.0,846.0,3529.0,7316.0,1.0,4670.0,17085.0,42250.0
2022-1-4 3,517.0,1.0,29.0,32.0,1.0,308.0,17350.0,631.0,652.0,1536.0,127.0,3837.0,22798.0,236.0,1.0,237.0,1.0,1.0,3287.0,17764.0,579.0,1.0,968.0,813.0,1.0,96.0,10.0,1.0,11077.0,21936.0,17487.0,105.0,5445.0,368.0,532.0,10167.0,199293.0,888.0,2.0,773.0,816.0,3717.0,7913.0,1.0,4714.0,17986.0,42805.0
2022-1-4 4,514.0,1.0,29.0,30.0,1.0,283.0,19281.0,628.0,652.0,1630.0,181.0,3927.0,26626.0,236.0,3.0,229.0,39.0,1.0,3066.0,20159.0,583.0,1.0,1105.0,1340.0,1.0,96.0,11.0,1.0,10741.0,24069.0,17635.0,105.0,5425.0,150.0,597.0,10374.0,213216.0,940.0,2.0,706.0,877.0,4256.0,8553.0,1.0,4590.0,19018.0,45048.0
2022-1-4 5,520.0,1.0,29.0,35.0,1.0,266.0,22154.0,626.0,651.0,1855.0,352.0,4112.0,30833.0,236.0,17.0,229.0,44.0,2.0,2778.0,22052.0,580.0,1.0,1132.0,1730.0,1.0,96.0,14.0,1.0,10735.0,26974.0,17981.0,103.0,5420.0,205.0,717.0,12863.0,235792.0,929.0,2.0,859.0,983.0,4879.0,8911.0,1.0,4433.0,20134.0,49176.0
2022-1-4 6,529.0,1.0,29.0,33.0,125.0,153.0,22997.0,628.0,651.0,2459.0,397.0,4126.0,34807.0,236.0,21.0,236.0,44.0,63.0,2704.0,23024.0,583.0,1.0,1207.0,2856.0,1.0,105.0,84.0,1.0,10839.0,28994.0,18575.0,105.0,5435.0,540.0,721.0,13215.0,254272.0,907.0,2.0,820.0,1001.0,5206.0,9865.0,1.0,4155.0,20801.0,54803.0
2022-1-4 7,530.0,1.0,29.0,33.0,750.0,151.0,22980.0,623.0,650.0,2839.0,354.0,3874.0,36951.0,235.0,21.0,249.0,44.0,184.0,2317.0,23455.0,589.0,1.0,1251.0,3149.0,1.0,105.0,1389.0,1.0,10562.0,30460.0,18788.0,102.0,5469.0,505.0,721.0,12609.0,265426.0,888.0,20.0,919.0,1026.0,5239.0,9871.0,3.0,4063.0,20733.0,59276.0
2022-1-4 8,533.0,1.0,29.0,35.0,1346.0,296.0,22959.0,619.0,650.0,3012.0,357.0,3823.0,37371.0,233.0,45.0,257.0,44.0,369.0,1862.0,23661.0,583.0,1.0,1279.0,2749.0,1.0,105.0,3790.0,1.0,9920.0,31306.0,18803.0,101.0,5505.0,550.0,721.0,11793.0,269693.0,887.0,102.0,1022.0,1010.0,5315.0,10083.0,12.0,3721.0,20623.0,60816.0
2022-1-4 9,534.0,1.0,29.0,37.0,1592.0,302.0,23195.0,617.0,650.0,2787.0,324.0,4069.0,37405.0,235.0,297.0,271.0,44.0,479.0,1631.0,24119.0,579.0,1.0,1267.0,2815.0,1.0,103.0,4624.0,1.0,10127.0,31356.0,18658.0,99.0,5532.0,359.0,721.0,13921.0,272978.0,867.0,170.0,1228.0,1048.0,5334.0,10267.0,20.0,3535.0,20850.0,60696.0
2022-1-4 10,533.0,1.0,29.0,37.0,1525.0,419.0,23505.0,623.0,650.0,2581.0,262.0,4346.0,36516.0,235.0,255.0,274.0,44.0,463.0,1437.0,24362.0,568.0,1.0,1261.0,2828.0,1.0,107.0,4476.0,1.0,10801.0,31293.0,18557.0,97.0,5518.0,449.0,721.0,15145.0,278606.0,866.0,248.0,1437.0,1100.0,5261.0,10872.0,19.0,3245.0,20974.0,60732.0
2022-1-4 11,530.0,1.0,29.0,36.0,1111.0,567.0,23931.0,623.0,651.0,2600.0,241.0,4521.0,35880.0,237.0,348.0,273.0,44.0,347.0,1294.0,24277.0,568.0,1.0,1239.0,2288.0,1.0,104.0,4094.0,1.0,11827.0,31528.0,18358.0,95.0,5515.0,349.0,721.0,19021.0,277807.0,844.0,246.0,1206.0,1233.0,5228.0,10845.0,12.0,3128.0,20750.0,60625.0
2022-1-4 12,535.0,1.0,28.0,36.0,678.0,800.0,23659.0,623.0,650.0,2564.0,245.0,4931.0,36286.0,237.0,379.0,274.0,44.0,253.0,1304.0,24025.0,569.0,1.0,1206.0,2103.0,1.0,107.0,3684.0,1.0,13077.0,31274.0,18193.0,93.0,5497.0,402.0,721.0,22544.0,273463.0,859.0,147.0,1309.0,1423.0,5189.0,10856.0,5.0,3111.0,20771.0,60528.0
2022-1-4 13,549.0,1.0,29.0,39.0,340.0,976.0,23808.0,621.0,651.0,2548.0,310.0,4996.0,36396.0,235.0,402.0,278.0,44.0,72.0,1499.0,23960.0,566.0,1.0,1198.0,1871.0,1.0,108.0,2987.0,1.0,13634.0,30406.0,18116.0,93.0,5489.0,543.0,721.0,22452.0,271399.0,842.0,45.0,1438.0,1539.0,5092.0,10870.0,1.0,2994.0,21559.0,60153.0
2022-1-4 14,553.0,1.0,25.0,41.0,68.0,1030.0,24065.0,620.0,651.0,2801.0,431.0,5158.0,37176.0,233.0,392.0,281.0,44.0,2.0,1634.0,24403.0,568.0,1.0,1213.0,2516.0,1.0,107.0,1861.0,1.0,13624.0,30189.0,18223.0,93.0,5498.0,530.0,721.0,24765.0,271700.0,864.0,5.0,1252.0,1774.0,5300.0,10836.0,1.0,2869.0,21966.0,60485.0
2022-1-4 15,540.0,1.0,25.0,41.0,1.0,1128.0,24805.0,622.0,651.0,3548.0,629.0,5219.0,38810.0,231.0,479.0,288.0,44.0,1.0,1842.0,24329.0,562.0,1.0,1272.0,3723.0,1.0,102.0,595.0,1.0,12964.0,30489.0,18464.0,94.0,5516.0,240.0,721.0,23856.0,275109.0,902.0,4.0,1325.0,1890.0,5642.0,10794.0,1.0,2772.0,22099.0,62736.0
2022-1-4 16,535.0,1.0,25.0,41.0,1.0,1133.0,24482.0,624.0,651.0,3417.0,514.0,5218.0,38607.0,234.0,619.0,282.0,44.0,1.0,2103.0,23993.0,552.0,1.0,1319.0,3442.0,1.0,103.0,24.0,1.0,13255.0,31591.0,18664.0,97.0,5506.0,208.0,721.0,23981.0,280298.0,931.0,4.0,1609.0,1896.0,5431.0,10758.0,1.0,2657.0,21648.0,65180.0
2022-1-4 17,541.0,1.0,25.0,41.0,1.0,1104.0,24197.0,631.0,651.0,2977.0,504.0,5291.0,38159.0,235.0,341.0,264.0,44.0,1.0,2494.0,23737.0,566.0,1.0,1350.0,2990.0,1.0,105.0,15.0,1.0,13993.0,32086.0,18639.0,97.0,5474.0,176.0,721.0,24026.0,277995.0,920.0,4.0,1964.0,2139.0,5148.0,10941.0,1.0,2579.0,21164.0,61855.0
2022-1-4 18,537.0,1.0,25.0,41.0,1.0,1011.0,23677.0,620.0,649.0,2368.0,337.0,5148.0,35808.0,235.0,130.0,264.0,44.0,1.0,2914.0,23113.0,586.0,1.0,1261.0,2470.0,1.0,106.0,15.0,1.0,15215.0,32754.0,18337.0,97.0,5465.0,234.0,721.0,25569.0,270171.0,919.0,4.0,1958.0,2478.0,4856.0,10754.0,1.0,2569.0,20500.0,59420.0
2022-1-4 19,538.0,1.0,25.0,38.0,1.0,1001.0,22831.0,619.0,649.0,2034.0,284.0,5130.0,33022.0,234.0,259.0,265.0,44.0,1.0,2874.0,21670.0,584.0,1.0,1311.0,2743.0,1.0,106.0,15.0,1.0,15292.0,32033.0,17876.0,101.0,5447.0,281.0,721.0,26584.0,254413.0,878.0,4.0,1999.0,2678.0,4595.0,10581.0,1.0,2460.0,19642.0,56379.0
2022-1-4 20,540.0,1.0,25.0,40.0,1.0,777.0,21786.0,626.0,650.0,1816.0,268.0,5120.0,29496.0,237.0,127.0,248.0,44.0,1.0,2928.0,20230.0,574.0,1.0,1234.0,2494.0,1.0,104.0,14.0,1.0,15378.0,29608.0,17633.0,104.0,5462.0,199.0,724.0,25981.0,242521.0,862.0,4.0,2050.0,2631.0,4323.0,10632.0,1.0,2455.0,19008.0,53699.0
2022-1-4 21,543.0,1.0,25.0,41.0,1.0,867.0,20846.0,590.0,651.0,1810.0,233.0,4994.0,26394.0,233.0,1.0,244.0,44.0,1.0,3100.0,18803.0,566.0,1.0,1194.0,1587.0,1.0,101.0,14.0,1.0,15277.0,26965.0,17460.0,106.0,5480.0,195.0,725.0,27881.0,230237.0,831.0,4.0,2097.0,2511.0,4037.0,10441.0,1.0,2332.0,18022.0,51095.0
2022-1-4 22,539.0,1.0,25.0,36.0,1.0,868.0,19722.0,599.0,651.0,1717.0,138.0,5049.0,23876.0,228.0,1.0,251.0,6.0,1.0,3281.0,17753.0,560.0,1.0,1155.0,947.0,1.0,93.0,14.0,1.0,14687.0,25527.0,17197.0,109.0,5478.0,305.0,699.0,28957.0,216522.0,804.0,4.0,2027.0,2671.0,3906.0,10453.0,1.0,2243.0,17746.0,48172.0
2022-1-4 23,515.0,1.0,25.0,33.0,1.0,810.0,18449.0,620.0,651.0,1647.0,146.0,5031.0,22317.0,228.0,1.0,251.0,1.0,1.0,3144.0,17164.0,564.0,1.0,1163.0,1043.0,1.0,89.0,14.0,1.0,14029.0,23720.0,16942.0,109.0,5435.0,350.0,557.0,28631.0,207788.0,828.0,4.0,2099.0,2663.0,3781.0,10280.0,1.0,2254.0,17271.0,46083.0
2022-1-5 0,511.0,1.0,25.0,33.0,1.0,763.0,17645.0,625.0,650.0,1587.0,113.0,4939.0,21458.0,229.0,1.0,251.0,1.0,1.0,2823.0,16788.0,541.0,1.0,1133.0,948.0,1.0,91.0,14.0,1.0,13603.0,22561.0,16829.0,109.0,5478.0,177.0,555.0,27624.0,200503.0,770.0,4.0,2054.0,2235.0,3880.0,10251.0,1.0,2270.0,17051.0,44543.0
2022-1-5 1,513.0,1.0,25.0,32.0,1.0,698.0,17017.0,613.0,650.0,1581.0,111.0,5077.0,21329.0,230.0,1.0,252.0,1.0,1.0,2635.0,16804.0,554.0,1.0,1128.0,918.0,1.0,92.0,14.0,1.0,13053.0,22016.0,16840.0,113.0,5479.0,224.0,561.0,26343.0,199265.0,775.0,4.0,2014.0,2073.0,3865.0,10209.0,1.0,2284.0,17104.0,44318.0
2022-1-5 2,497.0,1.0,25.0,32.0,1.0,636.0,16848.0,571.0,650.0,1596.0,118.0,4909.0,21549.0,233.0,1.0,251.0,1.0,1.0,2385.0,17167.0,543.0,1.0,1119.0,1009.0,1.0,91.0,14.0,1.0,12737.0,21929.0,16916.0,113.0,5415.0,251.0,562.0,24978.0,204028.0,809.0,4.0,2061.0,1878.0,3872.0,10282.0,1.0,2233.0,17263.0,44150.0
2022-1-5 3,432.0,1.0,25.0,31.0,1.0,601.0,17584.0,571.0,650.0,1637.0,163.0,5015.0,23075.0,236.0,1.0,250.0,1.0,1.0,2261.0,17875.0,547.0,1.0,1095.0,1050.0,1.0,85.0,14.0,1.0,12288.0,22318.0,17066.0,111.0,5412.0,140.0,564.0,24368.0,211424.0,836.0,4.0,2093.0,1779.0,3960.0,10397.0,1.0,2286.0,17811.0,44740.0
2022-1-5 4,455.0,1.0,25.0,32.0,1.0,414.0,19352.0,584.0,650.0,1755.0,168.0,4870.0,26684.0,234.0,22.0,248.0,39.0,1.0,2301.0,20244.0,533.0,1.0,1121.0,1608.0,1.0,85.0,14.0,1.0,12170.0,24280.0,17065.0,109.0,5433.0,161.0,564.0,24410.0,227156.0,841.0,4.0,2041.0,1754.0,4513.0,11016.0,1.0,2312.0,19236.0,46259.0
2022-1-5 5,534.0,1.0,25.0,35.0,1.0,353.0,22298.0,586.0,650.0,2163.0,436.0,4659.0,30652.0,234.0,47.0,248.0,44.0,1.0,2413.0,22208.0,527.0,1.0,1159.0,2044.0,1.0,94.0,14.0,1.0,12660.0,27095.0,17401.0,107.0,5431.0,216.0,578.0,23306.0,251453.0,878.0,4.0,1981.0,1469.0,5146.0,11431.0,1.0,2305.0,20645.0,49997.0
2022-1-5 6,540.0,1.0,25.0,37.0,43.0,449.0,23122.0,595.0,647.0,3420.0,631.0,4453.0,34279.0,234.0,302.0,258.0,44.0,44.0,2441.0,23029.0,537.0,1.0,1234.0,1903.0,1.0,100.0,71.0,1.0,13460.0,29199.0,17980.0,109.0,5439.0,288.0,613.0,23276.0,272136.0,878.0,6.0,1944.0,1140.0,5390.0,11527.0,1.0,2138.0,21249.0,55535.0
2022-1-5 7,534.0,1.0,25.0,41.0,243.0,337.0,23630.0,586.0,647.0,3574.0,549.0,4260.0,36403.0,233.0,449.0,271.0,44.0,133.0,2548.0,23536.0,551.0,1.0,1263.0,2542.0,1.0,98.0,1486.0,1.0,13356.0,30893.0,18283.0,106.0,5450.0,585.0,613.0,23295.0,282407.0,847.0,34.0,1939.0,876.0,5429.0,11459.0,2.0,2163.0,21377.0,59354.0
2022-1-5 8,535.0,1.0,22.0,41.0,579.0,178.0,23906.0,586.0,637.0,2867.0,504.0,4372.0,36449.0,234.0,293.0,275.0,44.0,296.0,2617.0,23728.0,549.0,1.0,1245.0,2038.0,1.0,100.0,4023.0,1.0,12844.0,31721.0,18263.0,105.0,5476.0,372.0,613.0,23444.0,287660.0,860.0,116.0,1955.0,925.0,5470.0,11301.0,7.0,2106.0,21550.0,61022.0
2022-1-5 9,535.0,1.0,17.0,41.0,797.0,183.0,24177.0,588.0,638.0,2253.0,431.0,4377.0,36162.0,233.0,162.0,276.0,44.0,410.0,2849.0,24108.0,524.0,1.0,1170.0,1723.0,1.0,104.0,5431.0,1.0,12623.0,31814.0,17986.0,108.0,5509.0,348.0,603.0,23427.0,292887.0,890.0,188.0,1860.0,1179.0,5473.0,11182.0,12.0,2117.0,21490.0,61125.0
2022-1-5 10,545.0,1.0,17.0,41.0,778.0,285.0,24581.0,587.0,647.0,2112.0,294.0,4495.0,35420.0,235.0,175.0,275.0,44.0,416.0,3037.0,24198.0,554.0,1.0,1186.0,1326.0,1.0,111.0,6065.0,1.0,12592.0,31697.0,17878.0,109.0,5558.0,437.0,573.0,23481.0,297687.0,903.0,178.0,1805.0,1459.0,5434.0,11036.0,11.0,2143.0,21320.0,60210.0
2022-1-5 11,545.0,1.0,17.0,41.0,764.0,205.0,24635.0,562.0,648.0,2096.0,291.0,4602.0,34560.0,233.0,297.0,275.0,44.0,288.0,3043.0,24216.0,562.0,1.0,1232.0,1321.0,1.0,113.0,5989.0,1.0,12998.0,31772.0,17713.0,109.0,5583.0,261.0,573.0,23502.0,296794.0,899.0,119.0,1789.0,1807.0,5415.0,10943.0,8.0,2401.0,21437.0,59305.0
2022-1-5 12,540.0,1.0,17.0,41.0,565.0,165.0,24284.0,556.0,650.0,2189.0,314.0,4783.0,35011.0,235.0,365.0,275.0,44.0,203.0,3345.0,23970.0,561.0,1.0,1278.0,1212.0,1.0,113.0,5326.0,1.0,12795.0,31129.0,17690.0,109.0,5604.0,273.0,573.0,22718.0,291681.0,887.0,60.0,1960.0,1925.0,5363.0,10793.0,3.0,2737.0,21328.0,59159.0
2022-1-5 13,538.0,1.0,17.0,41.0,163.0,215.0,24549.0,546.0,651.0,2721.0,466.0,5050.0,35037.0,233.0,434.0,274.0,44.0,84.0,3531.0,23817.0,559.0,1.0,1300.0,1205.0,1.0,112.0,3980.0,1.0,12067.0,30130.0,17788.0,109.0,5617.0,186.0,573.0,20996.0,287194.0,854.0,24.0,1925.0,1756.0,5285.0,10840.0,1.0,3031.0,22058.0,59485.0
2022-1-5 14,525.0,1.0,17.0,42.0,15.0,233.0,24739.0,557.0,651.0,3574.0,602.0,5087.0,36027.0,234.0,418.0,274.0,44.0,6.0,3725.0,24339.0,548.0,1.0,1308.0,1895.0,1.0,117.0,2261.0,1.0,10701.0,29776.0,17984.0,109.0,5614.0,303.0,583.0,20684.0,284430.0,908.0,4.0,1708.0,1708.0,5459.0,10863.0,1.0,3278.0,22198.0,60450.0
2022-1-5 15,520.0,1.0,17.0,45.0,1.0,319.0,25261.0,618.0,650.0,4458.0,773.0,5634.0,37865.0,235.0,463.0,283.0,44.0,1.0,3833.0,24206.0,566.0,1.0,1290.0,2435.0,1.0,117.0,655.0,1.0,9496.0,29789.0,18324.0,109.0,5623.0,507.0,682.0,20111.0,288705.0,922.0,4.0,1615.0,1830.0,5819.0,10801.0,1.0,3488.0,22072.0,62691.0
2022-1-5 16,518.0,1.0,17.0,45.0,1.0,570.0,24806.0,615.0,651.0,4633.0,833.0,6066.0,38055.0,234.0,622.0,284.0,44.0,1.0,3954.0,23698.0,586.0,1.0,1339.0,3433.0,1.0,115.0,60.0,1.0,9225.0,30555.0,18499.0,109.0,5642.0,183.0,729.0,20100.0,294781.0,844.0,4.0,1522.0,1918.0,5597.0,10544.0,1.0,4107.0,21802.0,65028.0
2022-1-5 17,522.0,1.0,17.0,45.0,1.0,659.0,24516.0,627.0,651.0,4204.0,883.0,6279.0,37570.0,233.0,578.0,288.0,44.0,1.0,3983.0,23426.0,581.0,1.0,1382.0,4213.0,1.0,115.0,19.0,1.0,9065.0,30806.0,18431.0,109.0,5601.0,190.0,732.0,19358.0,291880.0,832.0,4.0,1639.0,1951.0,5288.0,10312.0,1.0,4585.0,21435.0,62287.0
2022-1-5 18,534.0,1.0,17.0,44.0,1.0,891.0,24049.0,631.0,651.0,2804.0,628.0,6344.0,35163.0,236.0,121.0,298.0,44.0,1.0,4110.0,22867.0,582.0,1.0,1394.0,3321.0,1.0,115.0,15.0,1.0,8953.0,31002.0,18241.0,109.0,5643.0,182.0,706.0,20315.0,282593.0,786.0,4.0,1784.0,1804.0,5032.0,9992.0,1.0,4872.0,20793.0,59794.0
2022-1-5 19,535.0,1.0,17.0,42.0,1.0,898.0,23221.0,563.0,651.0,2333.0,412.0,6253.0,32141.0,234.0,1.0,298.0,44.0,1.0,4133.0,21541.0,585.0,1.0,1387.0,2808.0,1.0,113.0,15.0,1.0,8909.0,30268.0,17859.0,109.0,5648.0,204.0,589.0,20431.0,265579.0,807.0,4.0,1821.0,1576.0,4845.0,9494.0,1.0,5054.0,19818.0,56931.0
2022-1-5 20,537.0,1.0,17.0,42.0,1.0,885.0,22290.0,560.0,651.0,2188.0,376.0,5921.0,28972.0,235.0,1.0,296.0,44.0,1.0,4104.0,20090.0,580.0,1.0,1278.0,1549.0,1.0,113.0,13.0,1.0,8829.0,28128.0,17589.0,110.0,5659.0,110.0,566.0,20641.0,253116.0,804.0,4.0,1632.0,1444.0,4573.0,8974.0,1.0,5344.0,19121.0,54109.0
2022-1-5 21,542.0,1.0,17.0,43.0,1.0,674.0,21454.0,541.0,651.0,2059.0,306.0,5674.0,26110.0,233.0,1.0,282.0,44.0,1.0,4022.0,18793.0,571.0,1.0,1183.0,1288.0,1.0,113.0,5.0,1.0,8699.0,26066.0,17427.0,113.0,5679.0,110.0,565.0,21596.0,240687.0,866.0,4.0,1646.0,1381.0,4316.0,8848.0,1.0,5569.0,18580.0,51648.0
2022-1-5 22,535.0,1.0,17.0,41.0,1.0,600.0,20433.0,557.0,651.0,2182.0,282.0,5690.0,23798.0,231.0,1.0,274.0,6.0,1.0,4069.0,17751.0,564.0,1.0,1139.0,1456.0,1.0,107.0,5.0,1.0,8452.0,24524.0,17258.0,115.0,5625.0,98.0,574.0,22142.0,226272.0,835.0,4.0,1934.0,1263.0,4052.0,9056.0,1.0,5713.0,18216.0,48824.0
2022-1-5 23,512.0,1.0,17.0,39.0,1.0,672.0,19180.0,559.0,653.0,2151.0,401.0,5304.0,22258.0,230.0,1.0,272.0,1.0,1.0,3949.0,16978.0,569.0,1.0,1116.0,952.0,1.0,106.0,5.0,1.0,8877.0,22678.0,17152.0,110.0,5579.0,238.0,592.0,21460.0,218189.0,840.0,4.0,1875.0,1101.0,3968.0,9058.0,1.0,5762.0,17681.0,46608.0
2022-1-6 0,517.0,1.0,17.0,37.0,1.0,506.0,18357.0,559.0,655.0,1854.0,236.0,5080.0,21404.0,230.0,1.0,272.0,1.0,1.0,4028.0,16562.0,566.0,1.0,1113.0,733.0,1.0,107.0,5.0,1.0,9134.0,21285.0,17146.0,101.0,5577.0,131.0,622.0,23186.0,212792.0,834.0,4.0,1687.0,955.0,3896.0,9073.0,1.0,5803.0,17515.0,44927.0
